time,open,high,low,close,volume
1744372800,82111.5,83251.5,81316.5,82482.5,53202.0
1744387200,82499.0,84171.0,81972.0,83780.0,47811.0
1744401600,83820.5,84254.5,83132.5,83385.5,33111.0
1744416000,83412.0,83537.5,82766.5,82940.0,16662.0
1744430400,82942.0,83784.0,82824.5,83685.5,23371.0
1744444800,83694.0,83978.0,83264.0,83483.5,33268.0
1744459200,83500.0,85377.0,83432.5,84975.5,84284.0
1744473600,84965.0,85200.5,84392.5,84892.0,50809.0
1744488000,84921.5,85850.5,84831.0,85242.0,34117.0
1744502400,85238.0,86044.5,84694.5,85394.0,68718.0
1744516800,85389.0,85400.0,84363.0,84378.5,41720.0
1744531200,84378.5,84918.0,84184.5,84491.0,32628.0
1744545600,84485.5,84640.5,83463.0,83820.5,28651.0
1744560000,83820.0,84973.0,83008.5,83928.5,40939.0
1744574400,83949.5,84385.5,83013.0,83719.0,19827.0
1744588800,83713.5,85527.0,83653.0,84536.5,50686.0
1744603200,84536.5,85057.5,84219.0,84544.5,16280.0
1744617600,84507.5,84920.0,84208.0,84892.0,29106.0
1744632000,84908.0,85755.0,83708.5,84063.5,37802.0
1744646400,84054.5,85172.0,83822.5,84856.5,25636.0
1744660800,84843.5,84925.0,84380.5,84541.0,11162.0
1744675200,84587.0,85389.5,84303.0,85352.0,38907.0
1744689600,85314.0,85835.0,85117.5,85620.5,45279.0
1744704000,85822.5,85974.5,85333.5,85549.5,28624.0
1744718400,85549.0,86420.0,84583.0,84874.5,70369.0
1744732800,84871.5,85108.0,83888.5,83954.5,29591.0
1744747200,83941.0,84196.5,83564.5,83609.0,22277.0
1744761600,83595.0,83918.0,83069.0,83664.0,28055.0
1744776000,83653.5,83788.5,83180.0,83340.0,31493.0
1744790400,83327.0,84087.0,83103.5,84004.5,47089.0
1744804800,83996.0,85231.5,83453.0,84802.5,61289.0
1744819200,84831.5,85432.5,83226.5,84309.0,71748.0
1744833600,84221.0,84636.0,83987.0,83990.0,15253.0
1744848000,83990.0,84469.0,83773.0,83953.5,18076.0
1744862400,83931.0,84981.5,83858.0,84629.0,23805.0
1744876800,84629.0,84725.5,84150.5,84523.5,49150.0
1744891200,84600.0,84829.5,83701.0,84495.5,34666.0
1744905600,84495.5,85441.5,84358.0,84809.5,41066.0
1744920000,84864.5,85099.5,84681.0,84915.0,14442.0
1744934400,84909.0,85092.5,84682.5,84790.5,13847.0
1744948800,84795.5,84803.5,84376.0,84604.5,16177.0
1744963200,84623.0,84730.0,84428.5,84630.0,28480.0
1744977600,84629.5,84729.5,84304.0,84332.5,13488.0
1744992000,84332.0,84616.0,84286.0,84529.5,17600.0
1745006400,84543.5,84652.5,84291.5,84421.0,26136.0
1745020800,84421.0,84942.5,84317.5,84845.0,29593.0
1745035200,84840.0,85227.5,84840.0,85175.0,34193.0
1745049600,85175.0,85400.0,85071.5,85179.5,45281.0
1745064000,85179.5,85597.0,85074.0,85146.5,48973.0
1745078400,85146.5,85278.0,84644.0,85054.0,29984.0
1745092800,85054.0,85332.0,84966.0,85042.0,16994.0
1745107200,85046.5,85284.0,85001.0,85117.0,16887.0
1745121600,85116.5,85212.5,84650.0,84737.0,29038.0
1745136000,84737.0,84746.5,83914.0,84085.0,57304.0
1745150400,84078.5,84611.0,84051.0,84304.5,31426.0
1745164800,84304.5,84624.5,84234.0,84604.5,17089.0
1745179200,84609.0,85247.0,84572.5,85138.5,47022.0
1745193600,85138.5,87604.0,85100.5,87144.5,135390.0
1745208000,87141.0,87654.5,87010.5,87401.0,26811.0
1745222400,87413.5,87742.5,86620.0,86936.5,54788.0
1745236800,86935.5,88418.5,86750.5,88006.5,60670.0
1745251200,87997.0,88209.5,86347.5,87369.0,42876.0
1745265600,87326.0,87568.5,86880.5,87466.5,13990.0
1745280000,87466.0,88830.0,87044.5,88111.5,39862.0
1745294400,88124.5,88446.0,87911.5,88435.0,15569.0
1745308800,88439.0,88649.5,88194.5,88572.5,24332.0
1745323200,88573.0,91362.0,88441.5,90878.0,98618.0
1745337600,90873.5,91620.0,90566.0,91405.5,33293.0
1745352000,91371.0,93938.0,90999.5,93405.0,63511.0
1745366400,93404.5,93860.0,92561.0,93122.5,14994.0
1745380800,93126.5,94250.0,92966.5,94110.0,17673.0
1745395200,94107.0,94420.0,93283.0,93425.5,34007.0
1745409600,93425.0,94401.5,91918.0,93140.0,54816.0
1745424000,93140.0,94170.0,92866.0,93435.0,21911.0
1745438400,93432.5,93830.5,93182.0,93639.0,9489.0
1745452800,93632.5,93728.0,92606.5,92649.5,21789.0
1745467200,92632.5,92798.0,92071.5,92166.5,18173.0
1745481600,92195.5,92620.0,91630.5,92575.5,35350.0
1745496000,92590.0,93407.5,92380.5,93145.0,42762.0
1745510400,93145.0,93590.0,92640.0,93488.5,29126.0
1745524800,93497.5,93979.0,92972.5,93931.5,20213.0
1745539200,93931.5,94406.0,92801.0,93262.5,39324.0
1745553600,93257.5,93813.0,92959.5,93734.0,28433.0
1745568000,93734.0,94620.5,93494.0,94567.5,69516.0
1745582400,94661.5,95730.5,93894.5,95009.5,98789.0
1745596800,95000.0,95493.0,94310.5,95218.5,42989.0
1745611200,95212.5,95264.0,94413.0,94599.5,14483.0
1745625600,94592.0,95153.0,94511.5,94686.0,19653.0
1745640000,94676.0,94776.0,94362.0,94524.0,16697.0
1745654400,94520.5,94680.5,93947.5,94095.5,42829.0
1745668800,94096.0,94349.5,93833.0,94325.0,22470.0
1745683200,94324.5,94332.5,94000.5,94261.5,15490.0
1745697600,94270.5,94852.5,94043.0,94575.5,27830.0
1745712000,94576.0,95270.5,94000.5,94122.0,55114.0
1745726400,94100.5,94250.0,93588.0,94028.0,49627.0
1745740800,94027.5,94289.5,93842.0,93882.0,24397.0
1745755200,93867.0,94106.0,93565.0,93857.5,21299.0
1745769600,93858.0,94394.5,93680.5,94389.0,17632.0
1745784000,94392.0,94482.5,93601.5,93697.0,20776.0
1745798400,93697.5,93933.0,92749.0,93800.0,68121.0
1745812800,93845.5,94758.0,93843.0,94642.0,48368.0
1745827200,94642.0,95489.5,94274.0,95285.5,65558.0
1745841600,95295.5,95547.5,93540.0,93763.5,63773.0
1745856000,93723.5,94870.0,93384.5,94750.5,26580.0
1745870400,94732.0,95134.0,94249.5,94965.0,13352.0
1745884800,94969.5,95416.0,94386.5,94600.0,16898.0
1745899200,94600.0,94926.5,94156.5,94878.0,30402.0
1745913600,94878.0,95254.0,94710.0,95086.5,26486.0
1745928000,95074.5,95250.0,94488.0,94791.0,28457.0
1745942400,94791.0,95413.0,94616.0,95250.5,22330.0
1745956800,95250.5,95338.5,93685.5,94209.5,36813.0
1745971200,94200.5,95078.5,94082.5,94959.5,22574.0
1745985600,94989.5,95150.0,94453.0,94578.0,26194.0
1746000000,94553.0,95181.0,94473.0,95126.0,27685.0
1746014400,95126.0,95164.0,92850.5,93958.5,76285.0
1746028800,93948.5,94426.0,93484.0,94098.0,20067.0
1746043200,94134.0,94739.5,93950.5,94125.5,19318.0
1746057600,94125.0,94978.5,94088.0,94727.0,18357.0
1746072000,94749.0,95141.5,94672.0,94979.0,15762.0
1746086400,94991.0,96348.0,94866.5,96130.0,56748.0
1746100800,96163.0,97372.0,95756.0,96792.5,65948.0
1746115200,96794.0,97299.5,96375.0,96440.5,29425.0
1746129600,96443.0,96818.0,96119.5,96438.5,13151.0
1746144000,96465.0,97185.0,96404.0,97055.0,14082.0
1746158400,97091.5,97220.5,96295.0,96302.5,13898.0
1746172800,96325.0,97031.5,96300.0,96875.5,37489.0
1746187200,96875.5,97848.5,96595.5,97270.5,58236.0
1746201600,97279.0,97740.0,96700.5,96867.0,28976.0
1746216000,96870.5,97081.0,96510.0,96831.0,26588.0
1746230400,96831.5,96868.0,96262.0,96292.0,24541.0
1746244800,96280.0,96558.0,96102.5,96282.0,20556.0
1746259200,96290.5,96377.5,95815.5,95896.0,50159.0
1746273600,95896.0,96456.0,95836.0,96358.5,20687.0
1746288000,96358.5,96370.0,95845.0,96312.5,15926.0
1746302400,96320.0,96396.5,95700.0,95803.0,18430.0
1746316800,95803.0,96257.5,95549.0,95680.5,25809.0
1746331200,95680.5,96101.0,95656.0,95827.5,23768.0
1746345600,95842.5,95886.5,95251.0,95376.0,53695.0
1746360000,95369.5,95645.5,95175.5,95421.5,30958.0
1746374400,95392.0,95590.0,95228.0,95526.5,11960.0
1746388800,95534.0,95700.0,94120.5,94230.5,29598.0
1746403200,94230.5,94750.5,93471.0,94001.5,36464.0
1746417600,94022.5,94754.0,93980.5,94696.0,19244.0
1746432000,94696.5,94725.0,93838.0,93986.0,36371.0
1746446400,93995.5,94492.0,93560.0,93725.5,28040.0
1746460800,93746.0,94857.0,93705.5,94255.5,15552.0
1746475200,94295.5,95164.5,93822.5,94697.0,11874.0
1746489600,94696.5,94893.5,93978.0,94404.5,14227.0
1746504000,94418.5,94590.0,94267.5,94350.5,13169.0
1746518400,94350.5,94355.0,93669.0,93770.5,40173.0
1746532800,93770.0,94679.5,93329.5,94510.5,37026.0
1746547200,94493.5,95120.0,94171.0,94910.5,22471.0
1746561600,94929.0,96856.5,94404.0,96794.5,41940.0
1746576000,96850.0,97684.5,96159.0,96454.0,39031.0
1746590400,96454.0,96963.0,96268.5,96940.5,14680.0
1746604800,96939.0,97078.0,96784.5,96999.5,27956.0
1746619200,97010.0,97447.0,96664.5,96889.0,18995.0
1746633600,96889.0,96907.5,95730.5,96100.5,41107.0
1746648000,96111.5,97358.5,96020.5,96988.5,17863.0
1746662400,96988.5,99166.0,96830.0,99077.0,57051.0
1746676800,99117.0,99359.5,98690.0,99212.5,29184.0
1746691200,99212.5,99820.0,99165.5,99370.5,34803.0
1746705600,99369.5,101483.0,99056.5,100712.5,54354.0
1746720000,100730.5,101674.0,100570.0,101212.0,29849.0
1746734400,101261.0,104216.0,101234.5,103256.0,41993.0
1746748800,103228.0,103228.0,102333.0,102427.5,14119.0
