time,open,high,low,close,volume
1744416000,83412.0,85850.5,82766.5,85242.0,242511.0
1744502400,85238.0,86044.5,83008.5,83719.0,232483.0
1744588800,83713.5,85755.0,83653.0,84541.0,170672.0
1744675200,84587.0,86420.0,83564.5,83609.0,235047.0
1744761600,83595.0,85432.5,83069.0,83990.0,254927.0
1744848000,83990.0,85441.5,83701.0,84915.0,181205.0
1744934400,84909.0,85092.5,84286.0,84421.0,115728.0
1745020800,84421.0,85597.0,84317.5,85042.0,205018.0
1745107200,85046.5,85284.0,83914.0,85138.5,198766.0
1745193600,85138.5,88418.5,85100.5,87466.5,334525.0
1745280000,87466.0,93938.0,87044.5,93405.0,275185.0
1745366400,93404.5,94420.0,91918.0,93639.0,152890.0
1745452800,93632.5,93979.0,91630.5,93931.5,167413.0
1745539200,93931.5,95730.5,92801.0,94599.5,293534.0
1745625600,94592.0,95153.0,93833.0,94575.5,144969.0
1745712000,94576.0,95270.5,93565.0,93697.0,188845.0
1745798400,93697.5,95547.5,92749.0,94965.0,285752.0
1745884800,94969.5,95416.0,93685.5,94209.5,161386.0
1745971200,94200.5,95181.0,92850.5,94125.5,192123.0
1746057600,94125.0,97372.0,94088.0,96438.5,199391.0
1746144000,96465.0,97848.5,96295.0,96831.0,179269.0
1746230400,96831.5,96868.0,95700.0,95803.0,150299.0
1746316800,95803.0,96257.5,94120.5,94230.5,175788.0
1746403200,94230.5,95164.5,93471.0,94697.0,147545.0
1746489600,94696.5,96856.5,93329.5,96794.5,169006.0
1746576000,96850.0,97684.5,95730.5,96988.5,159632.0
1746662400,96988.5,104216.0,96830.0,103256.0,247234.0
1746748800,103228.0,104321.0,102296.0,102941.5,147789.0
1746835200,102951.5,104962.0,102784.5,104789.5,178357.0
1746921600,104784.0,104930.0,103299.5,104073.5,156637.0
1747008000,104072.5,105774.0,100686.5,102739.5,296609.0
1747094400,102739.5,104949.5,101438.5,104082.5,183919.0
1747180800,104077.0,104300.0,102547.5,103458.0,189432.0
1747267200,103458.0,104157.5,101360.0,103731.0,192158.0
1747353600,103714.5,104518.0,103063.5,103412.5,139126.0
1747440000,103398.0,103658.0,102565.5,103083.0,156433.0
