time,open,high,low,close,volume
1744372800,82111.5,84000.0,81316.5,83887.0,77122.0
1744394400,83898.0,84254.5,83132.5,83385.5,57002.0
1744416000,83412.0,83537.5,82766.5,83299.5,29449.0
1744437600,83313.0,83978.0,83264.0,83483.5,43852.0
1744459200,83500.0,85377.0,83432.5,84731.0,106999.0
1744480800,84734.0,85850.5,84722.0,85242.0,62211.0
1744502400,85238.0,86044.5,84363.0,84487.5,102557.0
1744524000,84487.5,84918.0,84184.5,84491.0,40509.0
1744545600,84485.5,84973.0,83463.0,84725.5,42342.0
1744567200,84711.0,84911.0,83008.5,83719.0,47075.0
1744588800,83713.5,85527.0,83653.0,84524.0,60228.0
1744610400,84536.5,84920.0,84208.0,84892.0,35844.0
1744632000,84908.0,85755.0,83708.5,84816.0,45824.0
1744653600,84813.0,85172.0,84380.5,84541.0,28776.0
1744675200,84587.0,85835.0,84303.0,85502.5,57383.0
1744696800,85500.5,85974.5,85318.5,85549.5,55427.0
1744718400,85549.0,86420.0,84362.5,84430.5,85050.0
1744740000,84410.5,84557.5,83564.5,83609.0,37187.0
1744761600,83595.0,83918.0,83069.0,83326.5,43281.0
1744783200,83316.5,84087.0,83103.5,84004.5,63356.0
1744804800,83996.0,85432.5,83226.5,83226.5,106736.0
1744826400,83235.5,84636.0,83235.5,83990.0,41554.0
1744848000,83990.0,84469.0,83773.0,84354.0,26352.0
1744869600,84352.0,84981.5,84150.5,84523.5,64679.0
1744891200,84600.0,85170.5,83701.0,85068.0,54651.0
1744912800,85068.0,85441.5,84491.5,84915.0,35523.0
1744934400,84909.0,85092.5,84481.0,84707.5,21382.0
1744956000,84707.0,84744.0,84376.0,84630.0,37122.0
1744977600,84629.5,84729.5,84286.0,84530.5,22702.0
1744999200,84530.5,84652.5,84291.5,84421.0,34522.0
1745020800,84421.0,85227.5,84317.5,85047.0,51166.0
1745042400,85046.5,85400.0,84848.5,85179.5,57901.0
1745064000,85179.5,85597.0,84644.0,85189.5,69205.0
1745085600,85176.5,85332.0,84966.0,85042.0,26746.0
1745107200,85046.5,85284.0,85001.0,85049.5,24867.0
1745128800,85041.0,85120.0,83914.0,84085.0,78362.0
1745150400,84078.5,84611.0,84051.0,84539.5,41951.0
1745172000,84526.5,85247.0,84428.0,85138.5,53586.0
1745193600,85138.5,87654.5,85100.5,87505.0,153014.0
1745215200,87504.5,87742.5,86620.0,86936.5,63975.0
1745236800,86935.5,88418.5,86347.5,86813.0,93000.0
1745258400,86746.5,87568.5,86597.5,87466.5,24536.0
1745280000,87466.0,88830.0,87044.5,88347.5,46599.0
1745301600,88344.5,88649.5,87945.5,88572.5,33164.0
1745323200,88573.0,91437.5,88441.5,91344.0,117564.0
1745344800,91378.0,93938.0,90913.5,93405.0,77858.0
1745366400,93404.5,93860.0,92561.0,93434.0,24726.0
1745388000,93433.0,94420.0,93283.0,93425.5,41948.0
1745409600,93425.0,94401.5,91918.0,93844.0,67608.0
1745431200,93837.5,94170.0,92906.5,93639.0,18608.0
1745452800,93632.5,93728.0,92606.5,92776.0,22011.0
1745474400,92457.0,92636.0,91630.5,92575.5,53301.0
1745496000,92590.0,93526.5,92380.5,92956.5,62100.0
1745517600,92950.5,93979.0,92946.5,93931.5,30001.0
1745539200,93931.5,94406.0,92801.0,93159.5,50896.0
1745560800,93187.0,94620.5,93144.5,94567.5,86377.0
1745582400,94661.5,95730.5,93894.5,94466.0,124439.0
1745604000,94479.5,95264.0,94413.0,94599.5,31822.0
1745625600,94592.0,95153.0,94362.0,94571.0,31842.0
1745647200,94571.0,94758.0,93947.5,94095.5,47337.0
1745668800,94096.0,94349.5,93833.0,94279.0,32143.0
1745690400,94270.5,94852.5,94043.0,94575.5,33647.0
1745712000,94576.0,95270.5,93588.0,93870.0,82984.0
1745733600,93882.0,94289.5,93827.5,93882.0,46154.0
1745755200,93867.0,94123.5,93565.0,94000.5,29542.0
1745776800,94000.5,94482.5,93601.5,93697.0,30165.0
1745798400,93697.5,94287.5,92749.0,94183.5,90452.0
1745820000,94183.5,95489.5,94183.5,95285.5,91595.0
1745841600,95295.5,95547.5,93384.5,94038.0,76746.0
1745863200,94063.0,95134.0,93738.5,94965.0,26959.0
1745884800,94969.5,95416.0,94156.5,94238.0,40139.0
